time,open,high,low,close,Volume,Volume MA
2020-10-08T02:00:00Z,2670,2720,2650,2700,154587800,133051005
2020-10-09T02:00:00Z,2710,2750,2700,2730,109122300,128619280
2020-10-12T02:00:00Z,2750,2760,2710,2730,77479100,126115100
2020-10-13T02:00:00Z,2730,2740,2680,2730,97205500,125664580
2020-10-14T02:00:00Z,2730,2830,2710,2810,183236500,131420735
2020-10-15T02:00:00Z,2800,2850,2760,2780,138462900,133481010
2020-10-16T02:00:00Z,2780,2780,2720,2750,135175000,132133925
2020-10-19T02:00:00Z,2800,2810,2710,2710,187840500,136510695
2020-10-20T02:00:00Z,2710,2740,2670,2670,168211100,141126670
2020-10-21T02:00:00Z,2680,2710,2670,2680,142146300,143936320
2020-10-22T02:00:00Z,2670,2720,2650,2700,257179400,153069450
2020-10-23T02:00:00Z,2710,2720,2630,2630,166356000,152338805
2020-10-26T02:00:00Z,2630,2680,2630,2650,97523200,152752130
2020-10-27T02:00:00Z,2640,2690,2620,2620,146366600,152277765
2020-11-02T02:00:00Z,2590,2620,2550,2560,391510600,160072715
2020-11-03T02:00:00Z,2570,2590,2540,2580,188874000,158266115
2020-11-04T02:00:00Z,2600,2640,2580,2580,150678200,158791930
2020-11-05T02:00:00Z,2630,2810,2620,2770,369260400,171018940
2020-11-06T02:00:00Z,2800,2840,2750,2830,243865800,175763360
2020-11-09T02:00:00Z,2860,2900,2840,2880,208192700,180663695
2020-11-10T02:00:00Z,2950,2950,2860,2860,195337300,182701170
2020-11-11T02:00:00Z,2900,3100,2880,3080,480530200,201271565
2020-11-12T02:00:00Z,3080,3080,3010,3040,169609900,205878105
2020-11-13T02:00:00Z,3010,3010,2950,2990,186708800,210353270
2020-11-16T02:00:00Z,3040,3100,3020,3070,206145500,211498720
2020-11-17T02:00:00Z,3100,3270,3100,3220,527501800,230950665
2020-11-18T02:00:00Z,3200,3250,3160,3180,239122600,236148045
2020-11-19T02:00:00Z,3150,3220,3140,3170,185558800,236033960
2020-11-20T02:00:00Z,3190,3270,3180,3220,211892500,238218030
2020-11-23T02:00:00Z,3230,3340,3220,3320,260752200,244148325
2020-11-24T02:00:00Z,3350,3380,3330,3350,207503900,241664550
2020-11-25T02:00:00Z,3370,3390,3280,3280,253156200,246004560
2020-11-26T02:00:00Z,3280,3480,3280,3470,374185400,259837670
2020-11-27T02:00:00Z,3480,3500,3420,3460,163651600,260701920
2020-11-30T02:00:00Z,3460,3470,3220,3230,624142600,272333520
2020-12-01T02:00:00Z,3230,3320,3160,3240,277929200,276786280
2020-12-02T02:00:00Z,3270,3330,3240,3330,187276600,278616200
2020-12-03T02:00:00Z,3330,3360,3280,3300,121434200,266224890
